"427",306060,"48 Tower Avenue Dunedin 9013"
"428",306061,"21 Athol Place Ravensbourne Dunedin 9022"
"429",306062,"9 Rata Street Ravensbourne Dunedin 9022"
"430",306063,"7 Rata Street Ravensbourne Dunedin 9022"
"431",306064,"5 Rata Street Ravensbourne Dunedin 9022"
"432",306065,"3 Rata Street Ravensbourne Dunedin 9022"
"433",306066,"16 Wanaka Street Ravensbourne Dunedin 9022"
"434",306068,"44 Manapouri Street Ravensbourne Dunedin 9022"
"435",306069,"48 Manapouri Street Ravensbourne Dunedin 9022"
"436",306070,"52 Manapouri Street Ravensbourne Dunedin 9022"
